"1","1"
"2","-1"
"3","-1"
"4","1"
"5","1"
"6","0"
"7","-1"
"8","0"
"9","1"
"10","-1"
"11","-1"
"12","-1"
"13","0"
"14","1"
"15","-1"
"16","-1"
"17","-1"
"18","0"
"19","1"
"20","0"
"21","-1"
"22","1"
"23","-1"
"24","-1"
"25","1"
"26","1"
"27","-1"
"28","1"
"29","-1"
"30","0"
"31","-1"
"32","0"
"33","-1"
"34","-1"
"35","-1"
"36","-1"
"37","1"
"38","-1"
"39","0"
"40","0"
"41","-1"
"42","0"
"43","-1"
"44","0"
"45","-1"
"46","-1"
"47","0"
"48","1"
"49","0"
"50","-1"
"51","0"
"52","1"
"53","0"
"54","1"
"55","1"
"56","1"
"57","-1"
"58","1"
"59","-1"
"60","0"
"61","0"
"62","1"
"63","0"
"64","-1"
"65","0"
"66","-1"
"67","-1"
"68","0"
"69","0"
"70","0"
"71","1"
"72","0"
"73","0"
"74","-1"
"75","1"
"76","0"
"77","0"
"78","-1"
"79","0"
"80","1"
"81","1"
"82","-1"
"83","1"
"84","-1"
"85","1"
"86","-1"
"87","-1"
"88","-1"
"89","1"
"90","1"
"91","1"
"92","1"
"93","-1"
"94","-1"
"95","0"
"96","0"
"97","1"
"98","-1"
"99","0"
"100","-1"
"101","1"
"102","-1"
"103","-1"
"104","0"
"105","-1"
"106","-1"
"107","-1"
"108","1"
"109","0"
"110","-1"
"111","1"
"112","-1"
"113","-1"
"114","1"
"115","-1"
"116","1"
"117","-1"
"118","-1"
"119","-1"
"120","-1"
"121","-1"
"122","1"
"123","0"
"124","-1"
"125","-1"
"126","1"
"127","0"
"128","1"
"129","-1"
"130","1"
"131","1"
"132","1"
"133","-1"
"134","-1"
"135","0"
"136","1"
"137","1"
"138","-1"
"139","1"
"140","-1"
"141","-1"
"142","-1"
"143","1"
"144","0"
"145","1"
"146","1"
"147","-1"
"148","-1"
"149","0"
"150","1"
"151","-1"
"152","0"
"153","-1"
"154","0"
"155","0"
"156","-1"
"157","-1"
"158","-1"
"159","-1"
"160","-1"
"161","1"
"162","-1"
"163","0"
"164","1"
"165","1"
"166","0"
"167","1"
"168","-1"
"169","1"
"170","1"
"171","-1"
"172","-1"
"173","1"
"174","1"
"175","0"
"176","1"
"177","-1"
"178","1"
"179","-1"
"180","-1"
"181","-1"
"182","1"
"183","0"
"184","1"
"185","-1"
"186","1"
"187","1"
"188","1"
"189","-1"
"190","-1"
"191","-1"
"192","-1"
"193","1"
"194","1"
"195","-1"
"196","1"
"197","-1"
"198","-1"
"199","1"
"200","-1"
"201","-1"
"202","0"
"203","1"
"204","-1"
"205","0"
"206","0"
"207","1"
"208","0"
"209","0"
"210","-1"
"211","-1"
"212","-1"
"213","1"
"214","0"
"215","0"
"216","0"
"217","1"
"218","-1"
"219","0"
"220","1"
"221","1"
"222","-1"
"223","-1"
"224","-1"
"225","-1"
"226","0"
"227","-1"
"228","-1"
"229","-1"
"230","0"
"231","-1"
"232","0"
"233","1"
"234","-1"
"235","1"
"236","1"
"237","0"
"238","-1"
"239","1"
"240","1"
"241","0"
"242","0"
"243","-1"
"244","1"
"245","0"
"246","-1"
"247","1"
"248","0"
"249","-1"
"250","0"
"251","1"
"252","0"
"253","0"
"254","-1"
"255","1"
"256","1"
"257","0"
"258","1"
"259","-1"
"260","-1"
"261","0"
"262","-1"
"263","0"
"264","1"
"265","1"
"266","1"
"267","-1"
"268","1"
"269","1"
"270","-1"
"271","-1"
"272","-1"
"273","0"
"274","-1"
"275","-1"
"276","-1"
"277","1"
"278","0"
"279","1"
"280","-1"
"281","1"
"282","-1"
"283","1"
"284","-1"
"285","0"
"286","1"
"287","-1"
"288","0"
"289","0"
"290","-1"
"291","-1"
"292","-1"
"293","0"
"294","1"
"295","-1"
"296","0"
"297","-1"
"298","0"
"299","-1"
"300","0"
"301","-1"
"302","-1"
"303","-1"
"304","1"
"305","-1"
"306","1"
"307","1"
"308","1"
"309","1"
"310","0"
"311","1"
"312","1"
"313","0"
"314","-1"
"315","1"
"316","-1"
"317","0"
"318","1"
"319","1"
"320","-1"
"321","0"
"322","1"
"323","1"
"324","0"
"325","-1"
"326","-1"
"327","-1"
"328","0"
"329","1"
"330","-1"
"331","-1"
"332","0"
"333","1"
"334","-1"
"335","-1"
"336","1"
"337","-1"
"338","0"
"339","1"
"340","0"
"341","1"
"342","-1"
"343","0"
"344","1"
"345","-1"
"346","-1"
"347","-1"
"348","1"
"349","0"
"350","0"
"351","0"
"352","1"
"353","0"
"354","1"
"355","0"
"356","0"
"357","0"
"358","-1"
"359","1"
"360","0"
"361","0"
"362","0"
"363","0"
"364","-1"
"365","0"
"366","-1"
"367","0"
"368","-1"
"369","0"
"370","-1"
"371","0"
"372","0"
"373","0"
"374","-1"
"375","-1"
"376","1"
